Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T)
sym_mig	Round_3_Replicate_30	-601.57	1211.14	713.27	510.37	0.2469,0.2258,0.2259,0.3405
sym_mig	Round_3_Replicate_31	-656.27	1320.54	889.39	305.57	0.5887,0.4971,0.0739,1.0249
sym_mig	Round_3_Replicate_32	-644.84	1297.68	810.81	338.43	0.4879,0.4631,0.09,0.8036
sym_mig	Round_3_Replicate_33	-612.39	1232.78	751.08	440.66	0.3429,0.2902,0.1752,0.5395
sym_mig	Round_3_Replicate_34	-611.65	1231.3	753.41	446.17	0.3385,0.2814,0.1613,0.489
sym_mig	Round_3_Replicate_35	-618.83	1245.66	754.38	414.76	0.375,0.3185,0.1949,0.7021
sym_mig	Round_3_Replicate_36	-631.29	1270.58	783.48	342.73	0.5096,0.4057,0.136,0.9588
sym_mig	Round_3_Replicate_37	-612.8	1233.6	740.73	450.46	0.3194,0.2883,0.2093,0.5648
sym_mig	Round_3_Replicate_38	-618.34	1244.68	729.69	415.49	0.3765,0.3214,0.1946,0.6152
sym_mig	Round_3_Replicate_39	-632.86	1273.72	763.38	339.66	0.5288,0.4052,0.1548,0.9583
sym_mig	Round_3_Replicate_40	-624.61	1257.22	814.66	450.24	0.3061,0.2915,0.0754,0.3932
sym_mig	Round_3_Replicate_41	-628.95	1265.9	776.08	349.84	0.4852,0.3922,0.1559,0.9991
sym_mig	Round_3_Replicate_42	-614.01	1236.02	741.16	434.78	0.342,0.3032,0.1898,0.5847
sym_mig	Round_3_Replicate_43	-706.48	1420.96	1124.61	281.85	0.7173,0.5489,0.0343,0.9827
sym_mig	Round_3_Replicate_44	-648.82	1305.64	825.43	314.75	0.6387,0.4192,0.1225,1.0254
sym_mig	Round_3_Replicate_45	-620.14	1248.28	762.34	402.9	0.4049,0.3268,0.1682,0.6836
sym_mig	Round_3_Replicate_46	-657.84	1323.68	927.42	376.37	0.5303,0.3118,0.1083,0.6805
sym_mig	Round_3_Replicate_47	-667.33	1342.66	972.58	377.11	0.5243,0.3218,0.0703,0.5947
sym_mig	Round_3_Replicate_48	-616.5	1241.0	732.47	427.04	0.3454,0.3174,0.1982,0.6178
sym_mig	Round_3_Replicate_49	-621.96	1251.92	756.58	393.18	0.4151,0.3389,0.1821,0.763
sym_mig	Round_3_Replicate_50	-633.5	1275.0	805.21	400.62	0.3742,0.364,0.0884,0.5386
