Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T)
sym_mig	Round_1_Replicate_1	-3544.99	7097.98	1937459.78	296.48	1.2153,0.5563,1.3533,0.2284
sym_mig	Round_1_Replicate_2	-1302.04	2612.08	4309.34	405.09	0.7168,0.1703,0.8985,0.4545
sym_mig	Round_1_Replicate_3	-1483.05	2974.1	6929.31	256.46	1.8158,0.407,0.3363,0.5673
sym_mig	Round_1_Replicate_4	-1472.31	2952.62	9619.07	246.1	1.0152,0.8973,0.1626,0.5177
sym_mig	Round_1_Replicate_5	-803.34	1614.68	1197.85	364.9	0.249,0.5775,0.1275,0.7086
sym_mig	Round_1_Replicate_6	-1717.88	3443.76	5920.72	322.49	3.8864,0.1232,0.1156,0.186
sym_mig	Round_1_Replicate_7	-2621.24	5250.48	71513.32	263.87	0.2554,2.4971,0.5087,0.1905
sym_mig	Round_1_Replicate_8	-2796.79	5601.58	116281.6	162.19	0.6252,4.4577,0.3735,0.6012
sym_mig	Round_1_Replicate_9	-7402.97	14813.94	11129301468.3	82.06	2.2144,2.3322,2.3077,8.5613
sym_mig	Round_1_Replicate_10	-1363.13	2734.26	3825.92	152.78	0.2003,1.6455,0.1156,5.0837
sym_mig	Round_2_Replicate_1	-693.52	1395.04	911.7	310.1	0.481,0.6055,0.0596,0.8013
sym_mig	Round_2_Replicate_2	-673.5	1355.0	823.74	382.79	0.3739,0.3326,0.3817,1.6962
sym_mig	Round_2_Replicate_3	-627.32	1262.64	798.8	407.14	0.3774,0.3433,0.0988,0.5435
sym_mig	Round_2_Replicate_4	-888.26	1784.52	1299.39	191.25	0.4963,1.3969,0.0937,1.9153
sym_mig	Round_2_Replicate_5	-668.06	1344.12	960.88	343.01	0.5447,0.2951,0.2378,1.6053
sym_mig	Round_2_Replicate_6	-664.29	1336.58	919.97	427.98	0.2958,0.244,0.381,3.0077
sym_mig	Round_2_Replicate_7	-1862.05	3732.1	7063.4	281.48	0.143,2.0261,0.1504,0.2006
sym_mig	Round_2_Replicate_8	-662.64	1333.28	877.89	494.68	0.259,0.22,0.4763,2.1952
sym_mig	Round_2_Replicate_9	-707.63	1423.26	902.66	252.26	0.7887,0.7001,0.0557,1.0551
sym_mig	Round_2_Replicate_10	-757.35	1522.7	1326.38	261.17	0.5014,0.7447,0.0447,1.4257
sym_mig	Round_2_Replicate_11	-1369.55	2747.1	2928.04	197.23	0.4055,2.355,0.0345,0.6857
sym_mig	Round_2_Replicate_12	-954.31	1916.62	1505.36	268.05	0.3117,1.0234,0.1327,0.9685
sym_mig	Round_2_Replicate_13	-856.18	1720.36	1225.34	290.38	0.4013,0.8023,0.1965,0.8275
sym_mig	Round_2_Replicate_14	-1855.24	3718.48	6779.1	274.86	0.1471,2.127,0.144,0.2164
sym_mig	Round_2_Replicate_15	-955.88	1919.76	2031.12	294.44	0.7862,0.5287,0.2387,0.628
sym_mig	Round_2_Replicate_16	-655.48	1318.96	847.62	202.46	0.6362,0.6747,0.1264,3.9819
sym_mig	Round_2_Replicate_17	-840.11	1688.22	1260.12	357.29	0.3653,0.507,0.4042,0.7721
sym_mig	Round_2_Replicate_18	-1384.31	2776.62	3161.15	216.76	0.2527,1.7994,0.1661,0.9443
sym_mig	Round_2_Replicate_19	-1191.19	2390.38	2497.16	269.97	0.3402,1.2563,0.0599,0.4397
sym_mig	Round_2_Replicate_20	-639.93	1287.86	789.26	499.02	0.2642,0.2486,0.3908,0.7371
sym_mig	Round_3_Replicate_1	-644.47	1296.94	819.04	338.62	0.5115,0.4461,0.0876,0.7927
sym_mig	Round_3_Replicate_2	-653.17	1314.34	853.62	337.19	0.6071,0.3683,0.1331,0.8952
sym_mig	Round_3_Replicate_3	-655.62	1319.24	929.17	359.2	0.4241,0.4228,0.0873,0.8553
sym_mig	Round_3_Replicate_4	-659.76	1327.52	887.96	310.61	0.6175,0.4719,0.0718,0.9231
sym_mig	Round_3_Replicate_5	-642.0	1292.0	771.45	324.79	0.5241,0.4817,0.1067,0.8869
sym_mig	Round_3_Replicate_6	-606.55	1221.1	738.12	472.97	0.2885,0.2646,0.1706,0.4258
sym_mig	Round_3_Replicate_7	-664.81	1337.62	869.53	326.67	0.6557,0.3821,0.1237,0.877
sym_mig	Round_3_Replicate_8	-637.45	1282.9	764.42	343.99	0.4969,0.4377,0.114,0.7832
sym_mig	Round_3_Replicate_9	-612.94	1233.88	814.24	513.55	0.2285,0.2193,0.0664,0.2766
sym_mig	Round_3_Replicate_10	-594.89	1197.78	750.97	555.73	0.2114,0.1809,0.2232,0.2797
sym_mig	Round_3_Replicate_11	-622.4	1252.8	780.28	407.44	0.3759,0.3409,0.1266,0.6079
sym_mig	Round_3_Replicate_12	-610.01	1228.02	740.95	452.18	0.3271,0.2783,0.1863,0.5002
sym_mig	Round_3_Replicate_13	-611.2	1230.4	768.34	453.42	0.3252,0.2764,0.1559,0.4897
sym_mig	Round_3_Replicate_14	-682.16	1372.32	917.58	341.61	0.6529,0.3454,0.1295,0.7459
sym_mig	Round_3_Replicate_15	-695.32	1398.64	1033.07	305.3	0.6658,0.4888,0.0396,0.8115
sym_mig	Round_3_Replicate_16	-668.88	1345.76	760.7	289.61	0.5791,0.5935,0.1388,1.0519
sym_mig	Round_3_Replicate_17	-605.96	1219.92	742.75	475.11	0.2996,0.2534,0.1925,0.4387
sym_mig	Round_3_Replicate_18	-600.6	1209.2	730.53	508.46	0.2511,0.229,0.2064,0.3646
sym_mig	Round_3_Replicate_19	-616.76	1241.52	762.93	427.42	0.3515,0.3129,0.1344,0.5259
sym_mig	Round_3_Replicate_20	-617.26	1242.52	754.01	423.61	0.3591,0.3119,0.1923,0.6621
sym_mig	Round_3_Replicate_21	-618.89	1245.78	771.57	412.96	0.3887,0.315,0.1648,0.6525
sym_mig	Round_3_Replicate_22	-623.39	1254.78	745.45	388.23	0.3988,0.3703,0.153,0.7066
sym_mig	Round_3_Replicate_23	-669.5	1347.0	855.85	326.54	0.6531,0.4001,0.1138,0.7908
sym_mig	Round_3_Replicate_24	-629.91	1267.82	779.64	390.93	0.4016,0.3301,0.2326,1.0122
sym_mig	Round_3_Replicate_25	-727.03	1462.06	1196.76	338.62	0.6753,0.3574,0.0348,0.644
sym_mig	Round_3_Replicate_26	-619.88	1247.76	763.62	448.78	0.3167,0.2863,0.1029,0.3878
sym_mig	Round_3_Replicate_27	-665.42	1338.84	955.72	319.37	0.6442,0.3757,0.1073,1.1091
sym_mig	Round_3_Replicate_28	-624.44	1256.88	748.71	382.98	0.4395,0.3547,0.1631,0.7145
sym_mig	Round_3_Replicate_29	-627.62	1263.24	766.18	367.9	0.4709,0.3713,0.146,0.7786
