Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T)
sym_mig	Round_1_Replicate_1	-3382.05	6772.1	320995.26	224.84	0.1369,2.5582,1.7659,1.6721
sym_mig	Round_1_Replicate_2	-2047.05	4102.1	13254.7	246.06	0.2383,2.5732,0.2419,0.2702
sym_mig	Round_1_Replicate_3	-4646.92	9301.84	4797572.63	262.13	0.11,4.9037,4.047,6.5273
sym_mig	Round_1_Replicate_4	-2159.88	4327.76	54819.16	217.39	1.0991,1.5117,0.1159,0.4405
sym_mig	Round_1_Replicate_5	-2261.35	4530.7	52129.05	410.51	0.9286,0.1533,2.0536,2.4979
sym_mig	Round_1_Replicate_6	-2197.48	4402.96	16588.84	245.21	0.2195,3.169,0.2142,0.2284
sym_mig	Round_1_Replicate_7	-2332.93	4673.86	59266.34	288.86	2.4489,0.3433,0.5628,0.2513
sym_mig	Round_1_Replicate_8	-1675.01	3358.02	10988.77	271.59	1.4646,0.2684,0.7468,1.096
sym_mig	Round_1_Replicate_9	-5061.4	10130.8	39508419.14	231.9	0.3066,1.9986,3.3524,1.4014
sym_mig	Round_1_Replicate_10	-11380.14	22768.28	2.87184707881e+13	125.81	9.1709,3.4381,3.2257,0.6015
sym_mig	Round_2_Replicate_1	-3093.39	6194.78	440194.07	248.46	3.1305,0.4986,0.8785,0.3474
sym_mig	Round_2_Replicate_2	-2084.55	4177.1	15623.6	352.87	1.5824,0.0886,1.3735,0.5485
sym_mig	Round_2_Replicate_3	-2937.81	5883.62	432673.52	155.43	1.6782,0.8135,0.9592,4.245
sym_mig	Round_2_Replicate_4	-3461.88	6931.76	1383859.97	156.84	2.4445,0.6205,1.2409,3.61
sym_mig	Round_2_Replicate_5	-2513.16	5034.32	106902.09	306.41	1.57,0.2767,1.4001,0.3891
sym_mig	Round_2_Replicate_6	-2421.1	4850.2	24389.37	289.94	2.6372,0.0808,1.505,2.0232
sym_mig	Round_2_Replicate_7	-657.68	1323.36	830.97	275.43	0.4595,0.5228,0.1734,2.4315
sym_mig	Round_2_Replicate_8	-1002.94	2013.88	2129.88	277.06	1.2325,0.2218,0.2148,1.2986
sym_mig	Round_2_Replicate_9	-1237.46	2482.92	3117.94	166.57	2.6771,0.4605,0.207,2.004
sym_mig	Round_2_Replicate_10	-1344.61	2697.22	4155.42	286.85	1.4401,0.2313,0.4834,0.828
sym_mig	Round_2_Replicate_11	-912.04	1832.08	1708.84	546.61	0.373,0.1461,0.9341,1.0727
sym_mig	Round_2_Replicate_12	-718.85	1445.7	1186.59	394.58	0.532,0.2163,0.265,1.1132
sym_mig	Round_2_Replicate_13	-1529.71	3067.42	10257.4	319.65	0.8217,0.3606,0.8443,0.7847
sym_mig	Round_2_Replicate_14	-1076.92	2161.84	2723.86	113.13	1.9652,0.9833,0.2155,7.6179
sym_mig	Round_2_Replicate_15	-2763.17	5534.34	161759.07	247.6	3.5388,0.3592,0.9888,0.4238
sym_mig	Round_2_Replicate_16	-1257.4	2522.8	4233.74	403.88	0.6099,0.216,0.9674,1.014
sym_mig	Round_2_Replicate_17	-1773.95	3555.9	11894.41	333.09	1.1201,0.1557,1.1304,2.4801
sym_mig	Round_2_Replicate_18	-1700.97	3409.94	8879.3	288.5	1.449,0.1683,0.8247,1.5216
sym_mig	Round_2_Replicate_19	-1335.39	2678.78	5251.9	385.86	0.6322,0.2261,1.0178,2.8997
sym_mig	Round_2_Replicate_20	-1047.76	2103.52	2644.48	224.57	1.326,0.2081,0.2057,3.0417
sym_mig	Round_3_Replicate_1	-640.98	1289.96	773.61	170.13	1.0182,0.884,0.0793,3.2426
sym_mig	Round_3_Replicate_2	-647.81	1303.62	744.69	252.9	0.637,0.6474,0.1275,1.6889
sym_mig	Round_3_Replicate_3	-639.31	1286.62	800.87	146.34	1.0879,0.8763,0.095,5.2997
sym_mig	Round_3_Replicate_4	-661.45	1330.9	881.48	316.26	0.4078,0.3428,0.2976,4.6127
sym_mig	Round_3_Replicate_5	-637.27	1282.54	782.22	193.74	0.8779,0.713,0.1048,3.0743
sym_mig	Round_3_Replicate_6	-654.15	1316.3	773.31	272.85	0.7095,0.5604,0.1104,1.2162
sym_mig	Round_3_Replicate_7	-653.77	1315.54	856.55	350.54	0.3962,0.3211,0.3042,2.5982
sym_mig	Round_3_Replicate_8	-675.93	1359.86	842.26	254.74	0.8733,0.5495,0.1018,1.3116
sym_mig	Round_3_Replicate_9	-640.93	1289.86	826.77	180.89	0.875,0.6796,0.1168,4.2666
sym_mig	Round_3_Replicate_10	-643.5	1295.0	808.91	278.19	0.5098,0.4678,0.1903,2.4967
