Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T)
sym_mig	Round_3_Replicate_11	-637.46	1282.92	779.78	158.91	1.0381,0.8663,0.0912,4.1873
sym_mig	Round_3_Replicate_12	-639.2	1286.4	800.13	208.83	0.8515,0.6631,0.0991,2.5843
sym_mig	Round_3_Replicate_13	-654.85	1317.7	895.91	209.07	0.6547,0.5291,0.1589,5.1613
sym_mig	Round_3_Replicate_14	-645.42	1298.84	821.28	302.98	0.4686,0.407,0.226,2.4383
sym_mig	Round_3_Replicate_15	-631.89	1271.78	778.48	326.25	0.5295,0.4185,0.1568,1.1976
sym_mig	Round_3_Replicate_16	-646.86	1301.72	864.95	204.93	0.7258,0.5655,0.1414,4.2521
sym_mig	Round_3_Replicate_17	-650.76	1309.52	850.62	365.09	0.3772,0.317,0.2955,2.1767
sym_mig	Round_3_Replicate_18	-638.95	1285.9	805.8	324.19	0.4565,0.4126,0.1909,1.6597
sym_mig	Round_3_Replicate_19	-640.01	1288.02	762.9	194.37	0.8029,0.7533,0.1138,3.1596
sym_mig	Round_3_Replicate_20	-636.57	1281.14	777.19	232.63	0.7055,0.5949,0.1316,2.4502
sym_mig	Round_3_Replicate_21	-659.94	1327.88	880.87	220.74	0.5825,0.4964,0.2001,6.6599
sym_mig	Round_3_Replicate_22	-666.3	1340.6	915.67	277.77	0.4331,0.4008,0.2271,4.7011
sym_mig	Round_3_Replicate_23	-630.69	1269.38	768.5	348.56	0.461,0.3911,0.1912,1.1769
sym_mig	Round_3_Replicate_24	-661.05	1330.1	878.07	342.6	0.3827,0.3163,0.3248,3.9572
sym_mig	Round_3_Replicate_25	-632.46	1272.92	761.11	315.35	0.5404,0.4481,0.1567,1.2554
sym_mig	Round_3_Replicate_26	-635.3	1278.6	765.75	273.5	0.6151,0.5217,0.1424,1.7136
sym_mig	Round_3_Replicate_27	-639.52	1287.04	809.77	221.81	0.7079,0.5707,0.1436,3.1631
sym_mig	Round_3_Replicate_28	-658.35	1324.7	863.59	384.92	0.3383,0.2919,0.3501,2.7462
sym_mig	Round_3_Replicate_29	-670.71	1349.42	782.08	184.57	0.8012,0.9939,0.0878,2.6237
sym_mig	Round_3_Replicate_30	-634.8	1277.6	789.32	288.49	0.5853,0.4726,0.1474,1.644
sym_mig	Round_3_Replicate_31	-637.33	1282.66	797.21	230.53	0.7118,0.5698,0.1358,2.6658
sym_mig	Round_3_Replicate_32	-635.97	1279.94	753.35	309.53	0.5638,0.4812,0.134,1.1211
sym_mig	Round_3_Replicate_33	-632.66	1273.32	803.85	345.63	0.4713,0.3872,0.1664,1.1964
sym_mig	Round_3_Replicate_34	-655.67	1319.34	882.96	387.77	0.3461,0.2838,0.3231,2.3461
sym_mig	Round_3_Replicate_35	-635.86	1279.72	779.58	260.22	0.6559,0.5277,0.1398,1.9504
sym_mig	Round_3_Replicate_36	-645.97	1299.94	850.61	290.02	0.5003,0.4084,0.2042,2.6264
sym_mig	Round_3_Replicate_37	-653.95	1315.9	751.38	260.73	0.5908,0.6524,0.1299,1.578
sym_mig	Round_3_Replicate_38	-635.42	1278.84	778.44	293.71	0.5376,0.4821,0.1556,1.6523
sym_mig	Round_3_Replicate_39	-631.87	1271.74	764.06	319.9	0.5226,0.4464,0.1527,1.2231
sym_mig	Round_3_Replicate_40	-635.21	1278.42	778.75	271.87	0.6121,0.5153,0.1406,1.8045
sym_mig	Round_3_Replicate_41	-689.85	1387.7	916.8	389.82	0.2602,0.3151,0.3659,4.9887
sym_mig	Round_3_Replicate_42	-660.16	1328.32	807.28	128.79	1.3655,0.998,0.102,5.8048
sym_mig	Round_3_Replicate_43	-640.39	1288.78	827.24	327.1	0.4734,0.3737,0.214,1.8075
sym_mig	Round_3_Replicate_44	-648.41	1304.82	852.78	327.6	0.4399,0.3507,0.2542,2.396
sym_mig	Round_3_Replicate_45	-650.19	1308.38	770.61	214.14	0.9027,0.7024,0.0979,2.0325
sym_mig	Round_3_Replicate_46	-629.59	1267.18	761.1	349.4	0.4728,0.3914,0.1857,1.0933
sym_mig	Round_3_Replicate_47	-639.37	1286.74	776.72	160.61	1.0166,0.9205,0.0806,3.8003
sym_mig	Round_3_Replicate_48	-642.67	1293.34	838.66	199.44	0.7547,0.6261,0.1231,3.8465
sym_mig	Round_3_Replicate_49	-649.38	1306.76	769.26	162.89	0.9173,0.9952,0.0846,3.6548
sym_mig	Round_3_Replicate_50	-641.65	1291.3	776.94	157.08	1.1678,0.8876,0.0841,3.7447
