Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T)
sym_mig	Round_1_Replicate_1	-7163.85	14335.7	1.93194034413e+11	40.68	4.1141,7.034,5.9935,8.8779
sym_mig	Round_1_Replicate_2	-3940.26	7888.52	4547060.36	418.35	0.3843,0.3264,4.6785,0.3417
sym_mig	Round_1_Replicate_3	-1878.35	3764.7	21700.33	495.66	0.5498,0.1512,2.0852,0.9179
sym_mig	Round_1_Replicate_4	-9104.58	18217.16	2.0864199706e+11	207.7	7.1481,4.1145,0.1369,0.1761
sym_mig	Round_1_Replicate_5	-1875.23	3758.46	18970.18	123.09	3.8118,0.6799,0.3502,3.1448
sym_mig	Round_1_Replicate_6	-1561.07	3130.14	5959.58	110.23	0.9555,4.1352,0.1096,1.8685
sym_mig	Round_1_Replicate_7	-3803.89	7615.78	3114869.67	167.52	2.4522,0.5891,1.4939,2.9088
sym_mig	Round_1_Replicate_8	-1343.31	2694.62	6768.18	233.5	0.8721,0.9035,0.3446,0.899
sym_mig	Round_1_Replicate_9	-1827.52	3663.04	6489.1	176.49	4.1546,0.1511,0.2178,1.541
sym_mig	Round_1_Replicate_10	-3012.13	6032.26	527906.19	155.35	2.4763,0.9615,0.7291,1.6572
sym_mig	Round_2_Replicate_1	-625.02	1258.04	791.26	411.35	0.3967,0.3022,0.2122,0.8017
sym_mig	Round_2_Replicate_2	-2340.13	4688.26	72360.76	276.7	0.3888,1.153,0.9262,0.4284
sym_mig	Round_2_Replicate_3	-924.92	1857.84	1411.2	230.83	0.5672,1.2095,0.0602,0.8639
sym_mig	Round_2_Replicate_4	-1545.12	3098.24	10315.22	201.64	1.561,1.1831,0.0453,0.6512
sym_mig	Round_2_Replicate_5	-2345.73	4699.46	108025.07	161.42	1.8568,1.4783,0.3754,1.1134
sym_mig	Round_2_Replicate_6	-626.19	1260.38	779.72	450.93	0.3251,0.2765,0.2788,0.762
sym_mig	Round_2_Replicate_7	-1262.06	2532.12	4125.07	416.65	0.6027,0.19,1.013,2.7163
sym_mig	Round_2_Replicate_8	-810.86	1629.72	1140.91	171.37	1.3687,1.1227,0.063,1.6748
sym_mig	Round_2_Replicate_9	-3179.31	6366.62	829172.66	186.35	0.9092,1.2888,1.0444,1.642
sym_mig	Round_2_Replicate_10	-1534.54	3077.08	6123.02	335.44	1.0253,0.1378,0.8883,3.7083
sym_mig	Round_2_Replicate_11	-660.04	1328.08	932.15	512.12	0.3026,0.1939,0.4319,0.9227
sym_mig	Round_2_Replicate_12	-826.94	1661.88	1468.6	335.75	0.8232,0.2345,0.2186,0.9621
sym_mig	Round_2_Replicate_13	-1088.62	2185.24	2177.1	269.16	0.3283,0.9354,0.3447,1.2913
sym_mig	Round_2_Replicate_14	-752.44	1512.88	981.77	841.13	0.1175,0.1448,1.2505,0.7225
sym_mig	Round_2_Replicate_15	-786.85	1581.7	1110.33	172.41	1.2183,1.1965,0.0299,1.6891
sym_mig	Round_2_Replicate_16	-1101.0	2210.0	2144.32	220.46	0.2515,1.2127,0.1713,2.1696
sym_mig	Round_2_Replicate_17	-866.53	1741.06	1507.71	650.17	0.2809,0.1296,1.12,0.9931
sym_mig	Round_2_Replicate_18	-1429.13	2866.26	7110.46	297.62	1.0491,0.3408,0.6631,0.8133
sym_mig	Round_2_Replicate_19	-1453.05	2914.1	7024.32	283.15	1.2616,0.3312,0.5949,0.7866
sym_mig	Round_2_Replicate_20	-1572.06	3152.12	12385.34	137.56	2.1792,1.7866,0.1251,1.4295
sym_mig	Round_3_Replicate_1	-633.23	1274.46	757.87	338.35	0.4889,0.4033,0.1997,1.2138
sym_mig	Round_3_Replicate_2	-643.76	1295.52	863.04	360.68	0.4507,0.413,0.084,0.746
sym_mig	Round_3_Replicate_3	-627.49	1262.98	744.28	363.12	0.4489,0.4009,0.149,0.8054
sym_mig	Round_3_Replicate_4	-633.33	1274.66	792.11	346.2	0.471,0.374,0.2002,1.3013
sym_mig	Round_3_Replicate_5	-670.27	1348.54	862.83	310.86	0.6524,0.4692,0.0755,0.8162
sym_mig	Round_3_Replicate_6	-615.23	1238.46	762.4	530.79	0.2508,0.2104,0.3606,0.4533
sym_mig	Round_3_Replicate_7	-622.98	1253.96	774.05	393.79	0.4102,0.3369,0.176,0.796
sym_mig	Round_3_Replicate_8	-656.59	1321.18	880.06	563.56	0.234,0.1909,0.5056,0.9191
sym_mig	Round_3_Replicate_9	-647.02	1302.04	873.25	433.74	0.3353,0.2617,0.3031,1.2556
sym_mig	Round_3_Replicate_10	-662.82	1333.64	840.98	502.86	0.2656,0.2309,0.4952,1.2671
sym_mig	Round_3_Replicate_11	-643.97	1295.94	777.33	293.0	0.6483,0.4971,0.1171,1.1535
sym_mig	Round_3_Replicate_12	-633.16	1274.32	791.01	384.44	0.4113,0.3288,0.2414,1.1172
sym_mig	Round_3_Replicate_13	-615.37	1238.74	741.65	427.36	0.3547,0.3093,0.1915,0.6138
sym_mig	Round_3_Replicate_14	-620.11	1248.22	751.29	406.46	0.389,0.3266,0.1958,0.73
sym_mig	Round_3_Replicate_15	-660.79	1329.58	839.97	465.61	0.2604,0.2705,0.3926,1.3721
sym_mig	Round_3_Replicate_16	-610.52	1229.04	776.98	468.55	0.3104,0.2593,0.1837,0.5006
sym_mig	Round_3_Replicate_17	-641.82	1291.64	832.54	470.18	0.3108,0.2448,0.3578,0.9446
sym_mig	Round_3_Replicate_18	-620.33	1248.66	765.83	477.65	0.3004,0.2539,0.2977,0.6171
sym_mig	Round_3_Replicate_19	-636.2	1280.4	815.6	323.71	0.5394,0.4294,0.1239,1.1358
sym_mig	Round_3_Replicate_20	-616.18	1240.36	740.22	433.3	0.3482,0.3008,0.2174,0.631
sym_mig	Round_3_Replicate_21	-626.54	1261.08	767.74	388.34	0.4156,0.3367,0.2137,0.9169
