Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T)
sym_mig	Round_1_Replicate_1	-4257.21	8522.42	6763912.65	195.4	5.937,0.942,0.7264,0.4239
sym_mig	Round_1_Replicate_2	-1387.15	2782.3	7029.34	204.57	1.4909,1.0393,0.1072,0.7498
sym_mig	Round_1_Replicate_3	-3811.5	7631.0	3958453.85	203.97	1.5107,1.1933,1.0259,0.631
sym_mig	Round_1_Replicate_4	-768.77	1545.54	1199.24	495.06	0.299,0.1615,0.2475,0.1829
sym_mig	Round_1_Replicate_5	-2303.32	4614.64	51412.39	132.53	1.2509,3.9325,0.1557,0.9657
sym_mig	Round_1_Replicate_6	-5121.89	10251.78	65775802.16	185.59	2.7461,1.572,0.961,0.4734
sym_mig	Round_1_Replicate_7	-2451.21	4910.42	92266.28	291.55	0.3369,1.0807,1.1183,0.3889
sym_mig	Round_1_Replicate_8	-1326.11	2660.22	4746.34	627.01	0.4209,0.1179,1.6,3.5046
sym_mig	Round_1_Replicate_9	-8854.47	17716.94	1.39127644157e+11	214.41	3.255,4.147,0.9074,0.1704
sym_mig	Round_1_Replicate_10	-5538.53	11085.06	189360632.31	240.73	1.7333,0.6359,2.9655,0.561
sym_mig	Round_2_Replicate_1	-1028.75	2065.5	2513.41	336.92	0.7226,0.3698,0.3953,0.5103
sym_mig	Round_2_Replicate_2	-671.95	1351.9	781.25	499.25	0.2039,0.2641,0.3163,0.2779
sym_mig	Round_2_Replicate_3	-597.72	1203.44	761.64	609.99	0.1362,0.133,0.1115,0.1541
sym_mig	Round_2_Replicate_4	-616.43	1240.86	743.9	536.55	0.2324,0.188,0.3368,0.2785
sym_mig	Round_2_Replicate_5	-1080.83	2169.66	2649.69	484.5	0.4249,0.1463,0.9883,0.2951
sym_mig	Round_2_Replicate_6	-856.58	1721.16	1734.8	440.31	0.5594,0.1474,0.2947,0.5849
sym_mig	Round_2_Replicate_7	-787.01	1582.02	1348.48	352.5	0.7297,0.2331,0.2247,0.9388
sym_mig	Round_2_Replicate_8	-639.95	1287.9	907.55	507.06	0.2954,0.1777,0.1224,0.2702
sym_mig	Round_2_Replicate_9	-674.83	1357.66	902.66	721.73	0.1326,0.1415,0.7821,0.3951
sym_mig	Round_2_Replicate_10	-1051.61	2111.22	2348.3	380.56	0.3265,0.4632,0.6945,0.961
sym_mig	Round_2_Replicate_11	-923.53	1855.06	1462.05	408.37	0.2071,0.4949,0.4821,0.7379
sym_mig	Round_2_Replicate_12	-603.49	1214.98	827.72	599.07	0.1589,0.1568,0.1281,0.2162
sym_mig	Round_2_Replicate_13	-1086.81	2181.62	2824.5	468.21	0.2281,0.2998,0.9443,0.2657
sym_mig	Round_2_Replicate_14	-636.74	1281.48	815.66	426.75	0.3816,0.2896,0.0866,0.4071
sym_mig	Round_2_Replicate_15	-1277.28	2562.56	3398.71	382.98	0.9913,0.1458,0.1678,0.1923
sym_mig	Round_2_Replicate_16	-697.57	1403.14	1063.03	565.18	0.2899,0.1537,0.5864,0.9388
sym_mig	Round_2_Replicate_17	-617.79	1243.58	853.58	476.49	0.3066,0.2421,0.1109,0.412
sym_mig	Round_2_Replicate_18	-823.5	1655.0	1254.87	349.22	0.4218,0.5181,0.2368,0.4943
sym_mig	Round_2_Replicate_19	-634.18	1276.36	896.92	451.82	0.3006,0.2929,0.0553,0.4037
sym_mig	Round_2_Replicate_20	-717.04	1442.08	1224.01	384.53	0.5459,0.2376,0.1608,0.9818
sym_mig	Round_3_Replicate_1	-598.06	1204.12	793.92	657.18	0.1059,0.0978,0.127,0.1155
sym_mig	Round_3_Replicate_2	-593.03	1194.06	753.85	588.15	0.1676,0.1547,0.1733,0.2049
sym_mig	Round_3_Replicate_3	-600.56	1209.12	806.24	646.09	0.1113,0.1036,0.0745,0.1203
sym_mig	Round_3_Replicate_4	-594.93	1197.86	783.01	619.49	0.1402,0.1248,0.1428,0.1574
sym_mig	Round_3_Replicate_5	-595.55	1199.1	779.32	677.17	0.0983,0.0925,0.2508,0.1141
sym_mig	Round_3_Replicate_6	-596.76	1201.52	793.18	650.5	0.1127,0.1057,0.1304,0.1276
sym_mig	Round_3_Replicate_7	-597.43	1202.86	775.76	642.14	0.1136,0.1085,0.1215,0.1257
sym_mig	Round_3_Replicate_8	-592.91	1193.82	750.12	606.64	0.1482,0.1396,0.1772,0.1761
sym_mig	Round_3_Replicate_9	-593.06	1194.12	755.46	603.25	0.1526,0.1404,0.1706,0.179
sym_mig	Round_3_Replicate_10	-594.91	1197.82	770.49	608.44	0.1458,0.1349,0.135,0.1674
sym_mig	Round_3_Replicate_11	-601.95	1211.9	806.49	616.72	0.1329,0.1224,0.0558,0.1423
sym_mig	Round_3_Replicate_12	-601.32	1210.64	814.56	640.63	0.1158,0.1078,0.0623,0.126
sym_mig	Round_3_Replicate_13	-595.02	1198.04	736.03	549.9	0.2053,0.1892,0.1943,0.2694
sym_mig	Round_3_Replicate_14	-595.05	1198.1	764.17	605.69	0.1468,0.1361,0.1369,0.1671
sym_mig	Round_3_Replicate_15	-602.69	1213.38	785.99	544.39	0.203,0.1873,0.0944,0.2408
sym_mig	Round_3_Replicate_16	-599.4	1206.8	779.21	559.71	0.1892,0.1753,0.1091,0.227
sym_mig	Round_3_Replicate_17	-593.6	1195.2	770.42	584.21	0.1782,0.1547,0.1755,0.2155
sym_mig	Round_3_Replicate_18	-600.0	1208.0	770.65	563.57	0.1805,0.1723,0.1025,0.2134
sym_mig	Round_3_Replicate_19	-600.75	1209.5	808.8	605.66	0.1449,0.1396,0.0789,0.1706
sym_mig	Round_3_Replicate_20	-595.96	1199.92	781.31	633.22	0.1244,0.119,0.1283,0.1441
sym_mig	Round_3_Replicate_21	-597.93	1203.86	781.29	624.09	0.1282,0.1194,0.1013,0.1402
sym_mig	Round_3_Replicate_22	-600.23	1208.46	787.14	581.51	0.1657,0.1524,0.0852,0.1855
sym_mig	Round_3_Replicate_23	-595.93	1199.86	775.44	661.52	0.104,0.0995,0.1784,0.1186
sym_mig	Round_3_Replicate_24	-597.01	1202.02	778.25	611.41	0.1395,0.1347,0.1104,0.1627
sym_mig	Round_3_Replicate_25	-600.36	1208.72	795.97	658.72	0.1007,0.0957,0.0923,0.1092
sym_mig	Round_3_Replicate_26	-597.28	1202.56	757.42	547.98	0.2037,0.1908,0.1512,0.264
sym_mig	Round_3_Replicate_27	-596.07	1200.14	793.56	668.75	0.1033,0.0963,0.1828,0.1187
sym_mig	Round_3_Replicate_28	-604.11	1216.22	831.03	602.44	0.1515,0.1296,0.0563,0.1587
sym_mig	Round_3_Replicate_29	-593.68	1195.36	735.0	566.68	0.1951,0.1771,0.2424,0.2635
sym_mig	Round_3_Replicate_30	-602.67	1213.34	806.95	651.69	0.1038,0.0976,0.0553,0.1099
sym_mig	Round_3_Replicate_31	-596.18	1200.36	751.95	554.9	0.1968,0.1812,0.1508,0.2433
sym_mig	Round_3_Replicate_32	-597.57	1203.14	774.37	611.35	0.1383,0.1299,0.1042,0.1536
sym_mig	Round_3_Replicate_33	-595.2	1198.4	744.5	569.46	0.1892,0.1623,0.1967,0.2193
sym_mig	Round_3_Replicate_34	-602.12	1212.24	828.34	624.52	0.131,0.1196,0.057,0.1442
sym_mig	Round_3_Replicate_35	-601.01	1210.02	781.38	561.66	0.1881,0.1661,0.0972,0.2085
sym_mig	Round_3_Replicate_36	-606.12	1220.24	809.02	545.04	0.2059,0.1794,0.0734,0.2287
sym_mig	Round_3_Replicate_37	-603.78	1215.56	832.72	570.89	0.1846,0.161,0.0781,0.2128
sym_mig	Round_3_Replicate_38	-593.04	1194.08	763.63	627.95	0.134,0.1301,0.1946,0.1678
sym_mig	Round_3_Replicate_39	-594.19	1196.38	739.09	617.99	0.1423,0.1447,0.2602,0.1932
sym_mig	Round_3_Replicate_40	-598.93	1205.86	762.17	610.44	0.1337,0.1331,0.1024,0.1516
