Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T)
sym_mig	Round_3_Replicate_36	-605.77	1219.54	739.69	488.09	0.2852,0.2435,0.2322,0.4481
sym_mig	Round_3_Replicate_37	-595.36	1198.72	780.08	630.84	0.1275,0.1216,0.136,0.1491
sym_mig	Round_3_Replicate_38	-591.87	1191.74	745.39	614.22	0.1554,0.1421,0.292,0.2036
sym_mig	Round_3_Replicate_39	-596.91	1201.82	766.53	556.64	0.1995,0.1864,0.1691,0.2713
sym_mig	Round_3_Replicate_40	-592.28	1192.56	765.3	612.48	0.1489,0.1368,0.1844,0.1804
sym_mig	Round_3_Replicate_41	-595.91	1199.82	739.44	561.35	0.2053,0.1841,0.2681,0.2957
sym_mig	Round_3_Replicate_42	-593.37	1194.74	774.58	626.71	0.1351,0.1233,0.1679,0.1568
sym_mig	Round_3_Replicate_43	-596.34	1200.68	763.94	569.02	0.1821,0.1673,0.133,0.2176
sym_mig	Round_3_Replicate_44	-606.06	1220.12	743.85	548.86	0.2287,0.1919,0.3509,0.3471
sym_mig	Round_3_Replicate_45	-625.66	1259.32	786.42	520.57	0.2753,0.2062,0.3921,0.4579
sym_mig	Round_3_Replicate_46	-591.41	1190.82	753.31	604.85	0.1624,0.1459,0.2469,0.2077
sym_mig	Round_3_Replicate_47	-595.93	1199.86	776.76	594.54	0.1585,0.1457,0.1227,0.1841
sym_mig	Round_3_Replicate_48	-599.51	1207.02	732.35	572.98	0.1969,0.1782,0.3398,0.2927
sym_mig	Round_3_Replicate_49	-607.0	1222.0	736.8	542.0	0.2322,0.1999,0.3478,0.3615
sym_mig	Round_3_Replicate_50	-603.44	1214.88	790.64	535.93	0.2125,0.1987,0.1024,0.2658
